experiment,duration_dp,solution_dp,optimal_dp,message_dp,duration_iqcp,solution_iqcp,optimal_iqcp,message_iqcp,duration,solution,optimal,message,duration_miqcp,solution_miqcp,optimal_miqcp,message_miqcp,duration_greedy,solution_greedy,optimal_greedy,message_greedy,n_nodes,solution_rollout,final_damage,time_taken,optimal_rollout,diff_dp_rollout,diff_iqcp_rollout,diff_ilp_rollout,diff_miqcp_rollout,diff_greedy_rollout
11,236.19271969795227,"[-1, 3, 15, 25]",33.0,Done!,51.336097240448,"[-1, 15, 3, 25]",33.0,Done!,230.96421074867249,"[-1, 3, 15, 25]",33.0,Done!,86400.59688162804,,,ERROR: Runner exceded the timeout limit,0.004240274429321289,"[-1, 3, 15, 25]",33,Done!,40,"[3, 15, 25]",7,7.087497087995871,33,0.0,0.0,0.0,,0
12,86400.87497353554,,,ERROR: Runner exceded the timeout limit,70.08906745910645,"[-1, 25, 3, 19, 39]",38.0,Done!,230.95656871795654,"[-1, 25, 19, 3, 39]",38.0,Done!,86400.14029550552,,,ERROR: Runner exceded the timeout limit,0.005253314971923828,"[-1, 34, 31, 12]",36,Done!,40,"[3, 25, 39]",3,15.4845948459988,37,,-1.0,-1.0,,1
13,58.45167589187622,"[-1, 11, 1, 4, 9, 21]",32.0,Done!,22.211640119552612,"[-1, 35, 26, 4, 20]",31.999999999999996,Done!,173.9221863746643,"[-1, 35, 4, 26, 38, 23]",32.0,Done!,86400.12659907341,,,ERROR: Runner exceded the timeout limit,0.004517555236816406,"[-1, 35, 26, 38, 23]",31,Done!,40,"[11, 1, 4, 9, 21]",8,8.992149104000418,32,0.0,3.552713678800501e-15,0.0,,1
14,850.7402832508087,"[-1, 17, 10, 21, 24, 19]",35.0,Done!,88.22521901130676,"[-1, 24, 17, 21, 10, 19]",35.0,Done!,341.8056879043579,"[-1, 17, 21, 10, 24, 19]",35.0,Done!,86400.12545609474,,,ERROR: Runner exceded the timeout limit,0.005120754241943359,"[-1, 17, 24, 12, 22]",34,Done!,40,"[17, 10, 21, 24, 19]",5,13.60489148600027,35,0.0,0.0,0.0,,1
15,847.0070028305054,"[-1, 6, 12, 21, 19, 2]",38.0,Done!,58.091557264328,"[-1, 6, 12, 21, 19, 2]",38.0,Done!,197.25004124641418,"[-1, 6, 12, 21, 19, 2]",38.0,Done!,86400.1261754036,,,ERROR: Runner exceded the timeout limit,0.005280733108520508,"[-1, 7, 6, 28]",37,Done!,40,"[6, 12, 21, 19, 2]",2,19.85731860299711,38,0.0,0.0,0.0,,1
16,1160.6931722164154,"[-1, 9, 7, 11, 18, 19, 28]",36.0,Done!,60.15849757194519,"[-1, 25, 11, 27]",36.0,Done!,220.47335624694824,"[-1, 25, 11, 27]",36.0,Done!,86400.16460990906,,,ERROR: Runner exceded the timeout limit,0.005175113677978516,"[-1, 25, 11, 27]",36,Done!,40,"[25, 11, 27]",4,7.300113397999667,36,0.0,0.0,0.0,,0
17,86400.32417345047,,,ERROR: Runner exceded the timeout limit,76.00001788139343,"[-1, 20, 29, 1, 35]",39.0,Done!,132.47759294509888,"[-1, 1, 35, 20, 29]",39.0,Done!,47.098084926605225,"[-1, 29, 1, 20, 35, 0]",39.0,Done!,0.006530284881591797,"[-1, 1, 20, 29, 35]",39,Done!,40,"[1, 29, 20, 35]",1,10.23876378001296,39,,0.0,0.0,0.0,0
18,78285.79343485832,"[-1, 25, 12, 24, 27]",37.0,Done!,77.32853865623474,"[-1, 25, 16, 24, 27]",37.0,Done!,224.45089483261108,"[-1, 25, 16, 24, 27]",37.0,Done!,86400.1407251358,,,ERROR: Runner exceded the timeout limit,0.005238533020019531,"[-1, 4, 22, 15, 20]",36,Done!,40,"[25, 16, 24, 27]",3,17.325105951007572,37,0.0,0.0,0.0,,1
19,6526.234141588211,"[-1, 36, 28]",35.0,Done!,64.79414653778076,"[-1, 36]",35.00000000000001,Done!,234.160418510437,"[-1, 36, 28]",35.0,Done!,86400.14132547379,,,ERROR: Runner exceded the timeout limit,0.004363536834716797,"[-1, 28]",34,Done!,40,"[36, 28]",5,18.24704819500039,35,0.0,-7.105427357601002e-15,0.0,,1
20,759.0653560161591,"[-1, 3, 35, 6, 21, 23, 7, 18]",29.0,Done!,912.317643404007,"[-1, 6, 21, 37, 7, 23]",29.0,Done!,540.4872374534607,"[-1, 6, 21, 1, 5, 2, 34]",29.0,Done!,86400.13261938095,,,ERROR: Runner exceded the timeout limit,0.004883289337158203,"[-1, 6, 12, 5]",28,Done!,40,"[10, 12, 5, 4]",12,5.696458713005995,28,-1.0,-1.0,-1.0,,0
21,210.8774094581604,"[-1, 14, 2, 11, 22, 30]",31.0,Done!,162.65208864212036,"[-1, 14, 2, 11, 22, 30]",31.0,Done!,318.6489095687866,"[-1, 14, 11, 22, 2, 30]",31.0,Done!,86400.13386774063,,,ERROR: Runner exceded the timeout limit,0.004438877105712891,"[-1, 14, 20, 25, 27]",29,Done!,40,"[14, 11, 2, 22, 30]",9,4.427619601992774,31,0.0,0.0,0.0,,2
22,7105.166697740555,"[-1, 24, 22, 23, 11, 28, 35]",38.0,Done!,57.69869875907898,"[-1, 24, 23, 22, 38, 8, 3]",38.0,Done!,251.57748293876648,"[-1, 24, 23, 22, 38, 3, 8]",38.0,Done!,86400.13503742218,,,ERROR: Runner exceded the timeout limit,0.005163431167602539,"[-1, 38, 11, 36, 13]",36,Done!,40,"[23, 38, 11, 13, 36]",3,19.20136472399463,37,-1.0,-1.0,-1.0,,1
23,729.3524255752563,"[-1, 37, 2, 39, 18, 19, 30]",38.0,Done!,58.24234652519226,"[-1, 37, 18, 2, 39, 30, 19]",38.0,Done!,291.66989302635193,"[-1, 37, 39, 18, 2, 30, 19]",38.0,Done!,86400.16030478477,,,ERROR: Runner exceded the timeout limit,0.005182027816772461,"[-1, 29, 6]",35,Done!,40,"[39, 37, 19, 30]",4,25.47332863599877,36,-2.0,-2.0,-2.0,,1
24,158.90096259117126,"[-1, 13, 4, 11, 36, 24]",34.0,Done!,91.67254877090454,"[-1, 13, 4, 36, 11, 24]",34.0,Done!,319.4405686855316,"[-1, 13, 36, 4, 11, 24]",34.0,Done!,86400.13130712509,,,ERROR: Runner exceded the timeout limit,0.005732059478759766,"[-1, 13, 36, 24]",31,Done!,40,"[14, 26, 1, 24]",6,15.278879265999421,34,0.0,0.0,0.0,,3
25,2010.434309720993,"[-1, 25, 8]",34.0,Done!,65.93297553062439,"[-1, 25, 8]",34.0,Done!,297.85724782943726,"[-1, 25, 8]",34.0,Done!,34203.16027593613,"[-1, 25, 8]",34.0,Done!,0.0045621395111083984,"[-1, 25, 8]",34,Done!,40,"[25, 8]",6,8.96890639999765,34,0.0,0.0,0.0,0.0,0
26,2330.9193391799927,"[-1, 2, 23, 31, 24, 0, 27]",38.0,Done!,58.38368630409241,"[-1, 2, 31, 23, 24, 0, 27]",38.0,Done!,181.58627033233643,"[-1, 2, 23, 31, 24, 0, 27]",38.0,Done!,86400.1291255951,,,ERROR: Runner exceded the timeout limit,0.006039142608642578,"[-1, 38, 19]",34,Done!,40,"[2, 31, 24, 27, 0]",3,16.051634378993185,37,-1.0,-1.0,-1.0,,3
27,1175.0526938438416,"[-1, 27, 1, 5, 13, 19, 4, 31, 39]",36.0,Done!,141.499657869339,"[-1, 27, 5, 1, 13, 19, 39, 31, 4]",36.0,Done!,477.1927983760834,"[-1, 27, 1, 5, 13, 19, 39, 31, 4]",36.0,Done!,86400.13061785698,,,ERROR: Runner exceded the timeout limit,0.00548100471496582,"[-1, 33, 0, 9, 38]",33,Done!,40,"[27, 33, 9, 0]",5,15.919938940991415,35,-1.0,-1.0,-1.0,,2
28,147.89943647384644,"[-1, 15, 23, 33, 34]",33.0,Done!,59.577576637268066,"[-1, 15, 23, 33, 34]",33.0,Done!,278.31914591789246,"[-1, 15, 23, 33, 34]",33.0,Done!,86400.13459610939,,,ERROR: Runner exceded the timeout limit,0.004889965057373047,"[-1, 17, 21, 2]",31,Done!,40,"[15, 23, 34, 33]",7,6.165120760007994,33,0.0,0.0,0.0,,2
29,5.812347173690796,"[-1, 36, 0, 31, 21, 6, 7, 34]",33.0,Done!,87.8402726650238,"[-1, 36, 0, 31, 21, 6, 34, 7]",33.0,Done!,317.9741349220276,"[-1, 36, 31, 0, 6, 21, 7, 34]",33.0,Done!,86400.12745070457,,,ERROR: Runner exceded the timeout limit,0.00500798225402832,"[-1, 36, 37]",32,Done!,40,"[36, 37]",8,3.5889805339975283,32,-1.0,-1.0,-1.0,,0
30,805.7392823696136,"[-1, 11, 2, 21]",32.0,Done!,58.891531467437744,"[-1, 11, 2, 21]",32.0,Done!,259.0281364917755,"[-1, 11, 2, 21]",32.0,Done!,86400.18809342384,,,ERROR: Runner exceded the timeout limit,0.004794597625732422,"[-1, 11, 2, 21]",32,Done!,40,"[11, 2, 21]",8,11.579354382003658,32,0.0,0.0,0.0,,0
31,1909.8805825710297,"[-1, 39, 2, 5, 21, 31, 32]",38.0,Done!,52.66419768333435,"[-1, 39, 2, 31, 28, 5]",38.0,Done!,176.47686529159546,"[-1, 39, 5, 28, 21, 2]",38.0,Done!,86400.1451177597,,,ERROR: Runner exceded the timeout limit,0.0061647891998291016,"[-1, 2, 28, 13, 30]",35,Done!,40,"[39, 2, 31, 21, 28]",2,26.01945258700289,38,0.0,0.0,0.0,,3
32,907.8676054477692,"[-1, 30, 22, 6, 8, 26, 35]",34.0,Done!,79.06791853904724,"[-1, 30, 22, 21, 19, 31]",34.0,Done!,293.41959142684937,"[-1, 30, 22, 21, 31, 19]",34.0,Done!,86400.08237552643,,,ERROR: Runner exceded the timeout limit,0.006002664566040039,"[-1, 18, 21, 25]",33,Done!,40,"[30, 22, 6, 8, 35, 26]",6,12.595819737995043,34,0.0,0.0,0.0,,1
33,3774.7429122924805,"[-1, 26, 28, 3, 8, 4, 6, 15]",33.0,Done!,100.92551684379578,"[-1, 26, 28, 3, 8, 4, 6, 15]",33.0,Done!,302.6445698738098,"[-1, 26, 28, 3, 8, 6, 15, 4]",33.0,Done!,86400.14010310173,,,ERROR: Runner exceded the timeout limit,0.005621433258056641,"[-1, 29, 31, 0]",32,Done!,40,"[26, 8, 5]",8,7.948681365989614,32,-1.0,-1.0,-1.0,,0
34,1964.590090751648,"[-1, 36, 9, 11, 33]",34.0,Done!,136.314377784729,"[-1, 36, 11, 23]",34.0,Done!,394.497843503952,"[-1, 36, 11, 23]",34.0,Done!,86400.1159043312,,,ERROR: Runner exceded the timeout limit,0.005652427673339844,"[-1, 36, 23, 3]",33,Done!,40,"[36, 11, 23]",6,16.29046670300886,34,0.0,0.0,0.0,,1
35,98.03580522537231,"[-1, 16, 38, 11, 26, 35, 12, 8]",26.0,Done!,1499.5055146217346,"[-1, 21, 17, 11, 38, 39, 9]",26.0,Done!,453.13620591163635,"[-1, 21, 17, 11, 38, 39, 9]",26.0,Done!,86400.13797473907,,,ERROR: Runner exceded the timeout limit,0.005137205123901367,"[-1, 21, 10, 3]",24,Done!,40,"[21, 14, 10, 3]",15,4.670571484006359,25,-1.0,-1.0,-1.0,,1
36,340.2036747932434,"[-1, 8, 38, 4]",31.0,Done!,59.5187771320343,"[-1, 8, 38, 4]",31.0,Done!,248.6628189086914,"[-1, 27, 38, 21]",31.0,Done!,86400.13342952728,,,ERROR: Runner exceded the timeout limit,0.004706621170043945,"[-1, 27, 38, 21]",31,Done!,40,"[27, 38, 21]",9,0.967099457004224,31,0.0,0.0,0.0,,0
37,31.145901679992676,"[-1, 2, 7, 27, 38, 26, 29]",31.0,Done!,320.65396547317505,"[-1, 2, 7, 27, 38, 29, 26]",31.0,Done!,293.42856431007385,"[-1, 2, 7, 27, 38, 29, 26]",31.0,Done!,86400.13400745392,,,ERROR: Runner exceded the timeout limit,0.0062503814697265625,"[-1, 7, 27, 0, 8, 14, 33]",26,Done!,40,"[2, 7, 38, 27, 29, 26]",9,11.720627283997601,31,0.0,0.0,0.0,,5
38,4.963154315948486,"[-1, 2, 5, 22, 13, 8, 9]",25.0,Done!,6913.665274143219,"[-1, 36, 1, 5, 22, 13, 8, 9]",25.0,Done!,546.0800726413727,"[-1, 2, 5, 22, 32, 15]",25.0,Done!,86400.12714886665,,,ERROR: Runner exceded the timeout limit,0.005178213119506836,"[-1, 22, 6, 39]",14,Done!,40,"[2, 5, 22, 32, 15]",15,6.6338742329971865,25,0.0,0.0,0.0,,11
39,79.18813943862915,"[-1, 0, 17, 31, 21, 7, 3]",29.0,Done!,610.8281173706055,"[-1, 0, 32, 17, 23]",29.0,Done!,276.895938873291,"[-1, 0, 32, 17, 23]",29.0,Done!,86400.12603521347,,,ERROR: Runner exceded the timeout limit,0.006103992462158203,"[-1, 0, 32, 17, 23]",29,Done!,40,"[0, 32, 17, 23]",11,8.359575290989596,29,0.0,0.0,0.0,,0
40,922.6283555030823,"[-1, 4, 14, 20, 23, 5, 16]",33.0,Done!,280.59293842315674,"[-1, 4, 14, 20, 23, 5, 16]",33.0,Done!,412.89148020744324,"[-1, 4, 14, 20, 23, 5, 16]",33.0,Done!,86400.12880253792,,,ERROR: Runner exceded the timeout limit,0.005118131637573242,"[-1, 35, 32, 18, 16]",30,Done!,40,"[4, 14, 23, 5, 16]",8,12.240848502988229,32,-1.0,-1.0,-1.0,,2
41,712.7398400306702,"[-1, 23, 33, 35, 37, 6, 30, 12]",28.0,Done!,1518.6339433193207,"[-1, 23, 37, 33, 35, 6, 30, 12]",28.0,Done!,707.7999613285065,"[-1, 35, 23, 33, 37, 30, 6, 12]",28.0,Done!,86400.21191596985,,,ERROR: Runner exceded the timeout limit,0.00531005859375,"[-1, 23, 22, 31, 16]",26,Done!,40,"[35, 37, 33, 23, 6, 12]",13,10.64356112400128,27,-1.0,-1.0,-1.0,,1
42,5505.722304344177,"[-1, 32, 13, 16, 35, 1, 0, 39, 11]",35.0,Done!,580.1779510974884,"[-1, 32, 13, 16, 35, 1, 0, 39, 11]",35.0,Done!,479.9076569080353,"[-1, 32, 13, 35, 16, 1, 0, 39, 11]",35.0,Done!,86400.13457250595,,,ERROR: Runner exceded the timeout limit,0.005441904067993164,"[-1, 19, 26]",32,Done!,40,"[19, 33, 26]",7,8.799848666996695,33,-2.0,-2.0,-2.0,,1
43,640.215249300003,"[-1, 14, 39, 0, 10, 36]",33.0,Done!,320.01122188568115,"[-1, 14, 39, 0, 10, 36]",33.0,Done!,466.90860319137573,"[-1, 14, 39, 0, 10, 36]",33.0,Done!,86400.13166308403,,,ERROR: Runner exceded the timeout limit,0.00560450553894043,"[-1, 1, 21, 26]",30,Done!,40,"[14, 22, 0, 10, 36]",8,11.208966619000421,32,-1.0,-1.0,-1.0,,2
44,271.1619870662689,"[-1, 39, 22, 23, 25]",32.0,Done!,94.32084560394287,"[-1, 39, 22, 23, 25]",32.0,Done!,332.61604619026184,"[-1, 39, 22, 23, 25]",32.0,Done!,86400.13454890251,,,ERROR: Runner exceded the timeout limit,0.00487208366394043,"[-1, 39, 22, 23, 25]",32,Done!,40,"[39, 22, 25, 23]",8,8.095817282999633,32,0.0,0.0,0.0,,0
45,291.48174500465393,"[-1, 36, 11, 18, 20, 30, 22, 6]",29.0,Done!,213.53333497047424,"[-1, 36, 11, 25, 20, 30]",29.0,Done!,478.4085340499878,"[-1, 36, 25, 14, 24]",29.0,Done!,86400.12933921814,,,ERROR: Runner exceded the timeout limit,0.0050356388092041016,"[-1, 11, 34, 6, 22]",24,Done!,40,"[36, 18, 11, 22, 6, 20, 30]",11,6.0157698890106985,29,0.0,0.0,0.0,,5
46,50.28840374946594,"[-1, 39, 35, 4, 31, 6, 12, 10]",35.0,Done!,89.73422050476074,"[-1, 39, 4, 31, 12, 6, 10]",35.0,Done!,544.0755665302277,"[-1, 39, 35, 4, 31, 6, 12, 10]",35.0,Done!,86400.12611937523,,,ERROR: Runner exceded the timeout limit,0.005831003189086914,"[-1, 39, 19, 31, 38, 27]",33,Done!,40,"[39, 35, 4, 31, 6, 12, 10]",5,22.327025584003422,35,0.0,0.0,0.0,,2
47,28681.83466410637,"[-1, 0, 26, 29, 4, 18, 15, 28, 31, 17]",32.0,Done!,638.0562417507172,"[-1, 0, 37, 7, 36]",32.0,Done!,463.2485365867615,"[-1, 0, 26, 29, 36, 7]",32.0,Done!,86400.31284189224,,,ERROR: Runner exceded the timeout limit,0.005431652069091797,"[-1, 35, 2, 18]",31,Done!,40,"[0, 29, 26, 7, 36]",8,11.16947527800221,32,0.0,0.0,0.0,,1
48,24.768089056015015,"[-1, 6, 7, 23, 2, 35, 33]",23.0,Done!,17601.84516596794,"[-1, 38, 6, 7, 33, 35]",23.0,Done!,1496.1587083339691,"[-1, 7, 38, 2, 33, 35]",23.0,Done!,86400.21960949898,,,ERROR: Runner exceded the timeout limit,0.004731416702270508,"[-1, 17, 3, 0]",19,Done!,40,"[7, 38, 2, 33, 35]",17,5.0896666219923645,23,0.0,0.0,0.0,,4
49,20.86886715888977,"[-1, 31, 10, 32, 34, 0]",25.0,Done!,5634.172864198685,"[-1, 31, 32, 10, 34, 0]",25.0,Done!,1068.128499031067,"[-1, 31, 10, 32, 34, 0]",25.0,Done!,86400.08603000641,,,ERROR: Runner exceded the timeout limit,0.0045354366302490234,"[-1, 32, 39, 4]",19,Done!,40,"[31, 10, 32, 34, 0]",15,4.615600033997907,25,0.0,0.0,0.0,,6
50,18.74515676498413,"[-1, 4, 17, 31, 23]",31.0,Done!,163.14162302017212,"[-1, 4, 17, 31, 23]",31.0,Done!,452.505982875824,"[-1, 4, 17, 31, 23]",31.0,Done!,86400.12446498871,,,ERROR: Runner exceded the timeout limit,0.004933357238769531,"[-1, 4, 8, 5, 39]",29,Done!,40,"[4, 17, 31, 23]",9,4.40092608499981,31,0.0,0.0,0.0,,2
